titulo,link,data,Is_Edital,Campus_Citado,Topico_Classificado
Cocal faz comunicado sobre seleção para Benefício Permanente,https://www.ifpi.edu.br/cocal/noticias/cocal-faz-comunicado-sobre-selecao-para-beneficio-permanente,12/09/2025,True,IFPI - Campus Cocal,Outros/Geral
Parnaíba divulga aprovados para cursos técnicos,https://www.ifpi.edu.br/parnaiba/noticias/parnaiba-divulga-aprovados-para-cursos-tecnicos,12/09/2025,True,IFPI - Campus Parnaíba,Ensino e Cursos
Teresina Zona Sul divulga resultado para cursos técnicos  em Panificação e Química,https://www.ifpi.edu.br/teresinazonasul/noticias/teresina-zona-sul-divulga-resultado-para-cursos-tecnicos-em-panificacao-e-quimica,12/09/2025,True,IFPI - Campus Teresina Zona Sul,Ensino e Cursos
Teresina Central dá continuidade ao projeto IFPI Insere,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-da-continuidade-ao-projeto-ifpi-insere,12/09/2025,False,IFPI - Campus Teresina Central,Concursos e Seleção de Servidores
Paulistana divulga homologação das inscrições para professor de Matemática,https://www.ifpi.edu.br/paulistana/noticias/paulistana-divulga-homologacao-das-inscricoes-para-professor-de-matematica,12/09/2025,True,IFPI - Campus Paulistana,Concursos e Seleção de Servidores
Valença divulga aprovados para cursos técnicos,https://www.ifpi.edu.br/valenca/noticias/valenca-divulga-aprovados-para-cursos-tecnicos,11/09/2025,True,IFPI - Campus Valença,Ensino e Cursos
Floriano faz comunicado para aprovados em benefícios,https://www.ifpi.edu.br/floriano/noticias/floriano-faz-comunicado-para-aprovados-em-beneficios,11/09/2025,True,IFPI - Campus Floriano,Extensão e Cultura
DEFESA DE MESTRADO: PAULO HENRIQUE RODRIGUES DAMASCENO,https://www.ifpi.edu.br/noticias/defesa-de-mestrado-paulo-henrique-rodrigues-damasceno,11/09/2025,False,IFPI - Campus Teresina Central,Pós-Graduação
Parnaíba divulga resultado de recursos para cursos técnicos,https://www.ifpi.edu.br/parnaiba/noticias/parnaiba-divulga-resultado-de-recursos-para-cursos-tecnicos,11/09/2025,True,IFPI - Campus Parnaíba,Ensino e Cursos
Parnaíba seleciona monitores não remunerados,https://www.ifpi.edu.br/parnaiba/noticias/parnaiba-seleciona-monitores-nao-remunerados1,11/09/2025,True,Não Mapeado,Ensino e Cursos
ConectaIF está com inscrições abertas,https://www.ifpi.edu.br/noticias/conectaif-esta-com-inscricoes-abertas,11/09/2025,True,Não Mapeado,Pesquisa e Inovação
Divulgado resultado final para professor do Projeto Mar de Oportunidades,https://www.ifpi.edu.br/noticias/divulgado-resultado-final-para-professor-do-projeto-mar-de-oportunidades,10/09/2025,True,IFPI - Geral,Concursos e Seleção de Servidores
Valença divulga preliminar em chamada para aquisição de alimentos,https://www.ifpi.edu.br/valenca/noticias/valenca-divulga-preliminar-em-chamada-para-aquisicao-de-alimentos-1,10/09/2025,True,IFPI - Campus Valença,Extensão e Cultura
Professora do Teresina Central recebe menção honrosa  em congresso internacional,https://www.ifpi.edu.br/teresinacentral/noticias/professora-do-teresina-central-recebe-mencao-honrosa-em-congresso-internacional,10/09/2025,False,IFPI - Campus Teresina Central,Concursos e Seleção de Servidores
QUALIFICAÇÃO DE MESTRADO:  JOERDESON COSTA DE OLIVEIRA,https://www.ifpi.edu.br/noticias/qualificacao-de-mestrado-joerdeson-costa-de-oliveira,10/09/2025,False,IFPI - Geral,Pós-Graduação
Campus São João celebrou o Dia do Administrador,https://www.ifpi.edu.br/saojoao/noticias/campus-sao-joao-celebrou-o-dia-do-administrador,10/09/2025,False,IFPI - Campus São João,Concursos e Seleção de Servidores
Diretor do Campus Esperantina realiza reuniões com segmentos da sociedade,https://www.ifpi.edu.br/noticias/diretor-do-campus-esperantina-realiza-reunioes-com-segmentos-da-sociedade,10/09/2025,False,Não Mapeado,Concursos e Seleção de Servidores
Campus Parnaíba divulga resultado parcial para cursos técnicos,https://www.ifpi.edu.br/parnaiba/noticias/campus-parnaiba-divulga-resultado-parcial-da-chamada-publica-do-classificatorio-2025.2,10/09/2025,True,IFPI - Campus Parnaíba,Ensino e Cursos
Teresina Zona Sul divulga preliminar de heteroidentificação para cursos técnicos,https://www.ifpi.edu.br/teresinazonasul/noticias/teresina-zona-sul-divulga-preliminar-de-heteroidentificacao-para-cursos-tecnicos,09/09/2025,True,IFPI - Campus Teresina Zona Sul,Ensino e Cursos
Teresina Zona Sul prorroga inscrições para curso de Administração do PROEJA,https://www.ifpi.edu.br/teresinazonasul/noticias/teresina-zona-sul-prorroga-inscricoes-para-curso-de-administracao-do-proeja,09/09/2025,True,IFPI - Campus Teresina Zona Sul,Outros/Geral
IFPI tem 8 projetos aprovados em chamada pública para Redes de Colaboração em Saúde Digital,https://www.ifpi.edu.br/teresinacentral/noticias/ifpi-tem-8-projetos-aprovados-em-chamada-publica-para-redes-de-colaboracao-em-saude-digital,09/09/2025,True,IFPI - Geral,Concursos e Seleção de Servidores
Valença divulga parcial para cursos técnicos,https://www.ifpi.edu.br/valenca/noticias/valenca-divulga-parcial-para-cursos-tecnicos,09/09/2025,True,IFPI - Campus Valença,Ensino e Cursos
Pedro II divulga aprovados para curso de Restaurante e Bar,https://www.ifpi.edu.br/pedroii/noticias/pedro-ii-divulga-aprovados-para-curso-de-restaurante-e-bar-1,09/09/2025,True,Não Mapeado,Ensino e Cursos
São João escolhe representantes de centros acadêmicos,https://www.ifpi.edu.br/saojoao/noticias/sao-joao-escolhe-representantes-de-centros-academicos,09/09/2025,True,IFPI - Campus São João,Ensino e Cursos
Estudantes do Campus Angical embarcam para intercâmbio em Portugal,https://www.ifpi.edu.br/angical/noticias/estudantes-do-campus-angical-embarcam-para-intercambio-em-portugal,09/09/2025,False,IFPI - Campus Angical,Concursos e Seleção de Servidores
Aluna do PROFEPT publica obra sobre Metodologia Ativa,https://www.ifpi.edu.br/parnaiba/noticias/aluna-do-profept-publica-obra-sobre-metodologia-ativa,09/09/2025,False,IFPI - Campus Parnaíba,Pós-Graduação
Paulistana divulga preliminar de inscrições para professor de Matemática,https://www.ifpi.edu.br/paulistana/noticias/paulistana-divulga-preliminar-de-inscricoes-para-professor-de-matematica,09/09/2025,True,IFPI - Campus Paulistana,Concursos e Seleção de Servidores
Alunas do Teresina Central descobrem asteroides e receberão medalhas do MCTI,https://www.ifpi.edu.br/teresinacentral/noticias/alunas-do-teresina-central-descobrem-asteroides-e-receberao-medalhas-do-mcti,09/09/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
PPGEM divulga resultado final de seleção,https://www.ifpi.edu.br/noticias/ppgem-divulga-resultado-final-de-selecao,09/09/2025,True,Não Mapeado,Pós-Graduação
Divulgado resultado para professor do Projeto Mar de Oportunidades,https://www.ifpi.edu.br/noticias/divulgado-resultado-para-professor-do-projeto-mar-de-oportunidades,08/09/2025,True,IFPI - Geral,Concursos e Seleção de Servidores
Ouvidoria do IFPI tem projeto de boas práticas premiado pelo MEC,https://www.ifpi.edu.br/noticias/ouvidoria-do-ifpi-tem-projeto-de-boas-praticas-premiado-pelo-mec,08/09/2025,True,IFPI - Geral,Pesquisa e Inovação
Acadêmico de Administração tem trabalho aprovado em Congresso Internacional,https://www.ifpi.edu.br/oeiras/noticias/academico-de-administracao-tem-trabalho-aprovado-em-congresso-internacional,08/09/2025,False,IFPI - Campus Oeiras,Ensino e Cursos
Teresina Central promove simulado do ENEM com organização semelhante ao Exame,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-promove-simulado-do-enem-com-organizacao-semelhante-ao-exame,08/09/2025,False,IFPI - Campus Teresina Central,Concursos e Seleção de Servidores
Fanfarra simples do Campus Paulistana participa das comemorações do 7 de Setembro,https://www.ifpi.edu.br/paulistana/noticias/fanfarra-simples-do-campus-paulistana-participa-das-comemoracoes-do-7-de-setembro,08/09/2025,False,IFPI - Campus Paulistana,Concursos e Seleção de Servidores
IFPI convoca tutores para especialização,https://www.ifpi.edu.br/noticias/ifpi-convoca-tutores-para-especializacao,08/09/2025,False,IFPI - Geral,Assistência Estudantil
IFPI divulga segunda chamada para  Especialização em Gestão e Licenciamento Ambiental,https://www.ifpi.edu.br/noticias/ifpi-divulga-ssegunda-chamada-para-especializacao-em-gestao-e-licenciamento-ambiental,08/09/2025,False,IFPI - Geral,Pós-Graduação
Campus Campo Maior realiza treinamento em escrita científica,https://www.ifpi.edu.br/campomaior/noticias/campus-campo-maior-realiza-treinamento-em-escrita-cientifica,05/09/2025,False,IFPI - Campus Campo Maior,Concursos e Seleção de Servidores
IFPI promove Vitrine Tecnológica integrada ao 13th ISTI,https://www.ifpi.edu.br/teresinacentral/noticias/ifpi-promove-vitrine-tecnologica-integrada-ao-13th-isti,05/09/2025,False,IFPI - Geral,Pós-Graduação
Uruçuí divulga resultado final de seleção de monitores,https://www.ifpi.edu.br/urucui/noticias/urucui-divulga-resultado-final-de-selecao-de-monitores,05/09/2025,True,IFPI - Campus Uruçuí,Ensino e Cursos
IFPI realiza pagamento de colaboradores externos que trabalharam no Exame Classificatório 2025.2,https://www.ifpi.edu.br/noticias/ifpi-realiza-pagamento-de-colaboradores-externos-que-trabalharam-no-exame-classificatorio-2025.2,05/09/2025,False,IFPI - Geral,Outros/Geral
Picos divulga resultado de chamada para curso de Análise e Desenvolvimento de Sistemas,https://www.ifpi.edu.br/picos/noticias/picos-divulga-resultado-de-chamada-para-curso-de-analise-e-desenvolvimento-de-sistemas,04/09/2025,True,IFPI - Campus Picos,Ensino e Cursos
Alunos de Angical apresentam planos de carreira para os próximos 10 anos,https://www.ifpi.edu.br/angical/noticias/alunos-de-angical-apresentam-planos-de-carreira-para-os-proximos-10-anos,04/09/2025,False,IFPI - Campus Angical,Outros/Geral
8º Encontro Internacional Semana da Diversidade acontece de 10 a 12 de setembro na UFPI,https://www.ifpi.edu.br/noticias/8o-encontro-internacional-semana-da-diversidade-acontece-de-10-a-12-de-setembro-na-ufpi,04/09/2025,False,Não Mapeado,Pesquisa e Inovação
Parnaíba oferta vagas em cursos de Administração e Análises Clínicas,https://www.ifpi.edu.br/parnaiba/noticias/parnaiba-oferta-vagas-em-cursos-de-administracao-e-analises-clinicas-2,04/09/2025,True,IFPI - Campus Parnaíba,Ensino e Cursos
Pedro II divulga parcial de chamada para curso de Restaurante e Bar,https://www.ifpi.edu.br/pedroii/noticias/pedro-ii-divulga-parcial-de-chamada-para-curso-de-restaurante-e-bar,04/09/2025,True,Não Mapeado,Ensino e Cursos
Teresina Central oferta curso sobre noções de cálculo diferencial e integral,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-oferta-curso-sobre-nocoes-de-calculo-diferencial-e-integral,04/09/2025,False,IFPI - Campus Teresina Central,Extensão e Cultura
Curta-Metragem produzido por servidores e aluno do IFPI é indicado a prêmios,https://www.ifpi.edu.br/noticias/curta-metragem-produzido-por-servidores-e-aluno-do-ifpi-e-indicado-a-premios,04/09/2025,False,IFPI - Campus Piripiri,Concursos e Seleção de Servidores
IFPI participa da 49ª Reditec no Mato Grosso do Sul,https://www.ifpi.edu.br/noticias/ifpi-participa-da-49-reditec,03/09/2025,False,IFPI - Geral,Ensino e Cursos
IFPI seleciona professores para Projeto Mar de Oportunidades,https://www.ifpi.edu.br/noticias/ifpi-seleciona-professores-para-projeto-mar-de-oportunidades,03/09/2025,True,IFPI - Geral,Concursos e Seleção de Servidores
Começam os Jogos Interclasses no Teresina Central,https://www.ifpi.edu.br/teresinacentral/noticias/comecam-os-jogos-interclasses-no-teresina-central,03/09/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
IFPI se destaca nas redes sociais e fica em 3º lugar dentre os Institutos Federais,https://www.ifpi.edu.br/noticias/ifpi-se-destaca-nas-redes-sociais-e-fica-em-3o-lugar-dentre-os-institutos-federais,03/09/2025,False,IFPI - Geral,Pesquisa e Inovação
Floriano divulga resultado de seleções para benefícios,https://www.ifpi.edu.br/floriano/noticias/floriano-divulga-resultado-de-selecoes-para-beneficios,03/09/2025,False,Não Mapeado,Extensão e Cultura
Cocal divulga resultado de chamada para curso de Química,https://www.ifpi.edu.br/cocal/noticias/cocal-divulga-resultado-de-chamada-para-curso-de-quimica,03/09/2025,True,IFPI - Campus Cocal,Ensino e Cursos
PPGEM divulga análise de projetos,https://www.ifpi.edu.br/noticias/ppgem-divulga-analise-de-projetos,03/09/2025,True,Não Mapeado,Pós-Graduação
Teresina Zona Sul prorroga inscrições para cursos técnicos,https://www.ifpi.edu.br/teresinazonasul/noticias/teresina-zona-sul-prorroga-inscricoes-para-cursos-tecnicos-2,03/09/2025,True,IFPI - Campus Teresina Zona Sul,Ensino e Cursos
Teresina Central informa pagamento de Benefício Eventual,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-informa-pagamento-de-beneficio-eventual-1,03/09/2025,False,IFPI - Campus Teresina Central,Extensão e Cultura
Campo Maior faz chamada para aquisição de alimentos,https://www.ifpi.edu.br/campomaior/noticias/campo-maior-faz-chamada-para-aquisicao-de-alimentos-1,03/09/2025,True,IFPI - Campus Campo Maior,Ensino e Cursos
Cocal divulga resultado para professor de Matemática,https://www.ifpi.edu.br/cocal/noticias/cocal-divulga-resultado-para-professor-de-matematica,03/09/2025,False,IFPI - Campus Cocal,Concursos e Seleção de Servidores
Floriano divulga resultado final para estágio obrigatório,https://www.ifpi.edu.br/floriano/noticias/floriano-divulga-resultado-final-para-estagio-obrigatorio,03/09/2025,True,Não Mapeado,Ensino e Cursos
Teresina Central convoca cadastro de reserva para Benefício,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-convoca-cadastro-de-reserva-para-beneficio,02/09/2025,False,IFPI - Campus Teresina Central,Outros/Geral
Uruçuí divulga preliminar em seleção de monitores,https://www.ifpi.edu.br/urucui/noticias/urucui-divulga-preliminar-em-selecao-de-monitores-1,02/09/2025,True,IFPI - Campus Uruçuí,Assistência Estudantil
Parnaíba convoca aprovados para Benefício Permanente,https://www.ifpi.edu.br/parnaiba/noticias/parnaiba-convoca-aprovados-para-beneficio-permanente,02/09/2025,False,IFPI - Campus Parnaíba,Assistência Estudantil
Valença prorroga inscrição em chamada para aquisição de alimentos,https://www.ifpi.edu.br/valenca/noticias/valenca-prorroga-inscricao-em-chamada-para-aquisicao-de-alimentos,02/09/2025,True,IFPI - Campus Valença,Extensão e Cultura
Diretoria de Extensão Tecnológica promove treinamento sobre Cooperação Técnica para Estágio e Aprendizagem,https://www.ifpi.edu.br/noticias/diretoria-de-extensao-tecnologica-promove-treinamento-sobre-cooperacao-tecnica-para-estagio-e-aprendizagem,02/09/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
Picos divulga parcial para curso de Análise e Desenvolvimento de Sistemas,https://www.ifpi.edu.br/picos/noticias/picos-divulga-parcial-para-curso-de-analise-e-desenvolvimento-de-sistemas,02/09/2025,True,IFPI - Campus Picos,Ensino e Cursos
Angical divulga aprovados para curso de Alimentos,https://www.ifpi.edu.br/angical/noticias/angical-divulga-aprovados-para-curso-de-alimentos-3,02/09/2025,True,Não Mapeado,Ensino e Cursos
